"BookID","Title","Theme","Category","Publisher","PublicationYear","ISBN","CoverType","Origin","Shelf","CopiesNo","FotocopiesNo","Includes"
"3964","Engineering Psychology and Cognitive Ergonomics: Cognition and Design, LNAI 10276","Prroceedings of the 14th International Conference EPCE 2017, part of HCI I2017, Vancouver, Canada, 9-14 July 2017, Part II.","proceedings","spriber","2017","","paperback","CS","","1","0",""
"3965","Virtual, Augmented and Mixed Reality, LNCS 10280","Prroceedings of the 9th International Conference VAMR 2017, part of HCI I2017, Vancouver, Canada, 9-14 July 2017I.","proceedings","","2017","978331`9579863","paperback","CS","","1","0",""
"3966","Universal Access and Assistive Technology: Human and Technological Environments, LNCS 10279","Prroceedings of the 11th International Conference UAHCI 2017, part of HCI I2017, Vancouver, Canada, 9-14 July 2017, Part III.","proceedings","Springer","2017","9783319586991","paperback","CS","","1","0",""
"3967","Universal Access in Human-Computer Interaction: Designing Novel Interactions, LNCS 10278","Prroceedings of the 11th International Conference UAHCI 2017, part of HCI I2017, Vancouver, Canada, 9-14 July 2017, Part II.","proceedings","Springer","2017","9783319587028","paperback","CS","","1","0",""
"3968","Universal Access in Human-Computer Interaction: Design and Development Approaches and Methods, LNCS 10277","Prroceedings of the 11th International Conference UAHCI 2017, part of HCI I2017, Vancouver, Canada, 9-14 July 2017, Part I.","proceedings","Springer","2017","9783319587059","paperback","CS","","1","0",""
"3969","Cross-Cultural Design, LNCS 10281","Proceedings of the 9th International Conference, CCD 2017, part of HCII2017, Vancouver. Canada, 9-14 July 2017.","proceedings","Springer","2017","9783319579306","paperback","CS","","1","0",""
"3970","Social Computing and Social Media: Human Behavior, LNCS 10282","Proceedings of the 9th International Conference, SCSM 2017, part of HCII2017, Vancouver, Canada, 9-14 July 2017, Part I.","proceedings","Springer","2017","9783319585581","paperback","CS","","1","0",""
"3971","Social Computing and Social Media: Applications and Analytics, LNCS 10283","Proceedings of the 9th International Conference, SCSM 2017, part of HCII2017, Vancouver, Canada, 9-14 July 2017, Part II.","proceedings","Springer","2017","9783319585611","paperback","CS","","1","0",""
"3972","Augmented Cognition: Neurocognition and Machine Learning, LNAI 10284","Proceedings of the 11th International Conference, AC 2017, part of HCII2017, Vancouver, Canada, 9-14 July 2017, Part I.","proceedings","Springer","2017","9783319586274","paperback","CS","","1","0",""
"3973","Augmented Cognition: Neurocognition and Machine Learning, LNAI 10284","Proceedings of the 11th International Conference, AC 2017, part of HCII2017, Vancouver, Canada, 9-14 July 2017, Part II.","proceedings","Springer","2017","978331958624-3","paperback","CS","","1","0",""
"3974","Digital Human Modeling: Applications in Health, Safety, Ergonomics and Risk Management: Ergonomics and Design, LNCS 10286","Proceedings of the 8th International Conference, DHM 2017, part of HCII2017, Vancouver, Canada, 9-14 July 2017, Part I.","proceedings","Springer","2017","9783319584621","paperback","CS","","1","0",""
"3975","Digiital Human Modeling: Applications in Health, Safey, Ergonomics, and Risk Management: Health and Safey, LNCS 10287","Proceedings of the 8th International Conference, DHM 2017, part of HCII2017, Vancouver, Canada, 9-14 July 2017, Part II.","proceedings","Springer","2017","9783319584652","paperback","CS","","1","0",""
"3976","Design, User Expereince, and Usability: Theory, Methodology, and Managemnet, LNCS 10288","Proceedings of the 6th International Conference, DUXU 2017, part of HCII2017, Vancouver, Canada, 9-14 July 2017, Part I.","proceedings","Springer","2017","9783319586335","paperback","CS","","1","0",""
"3977","Design, User Expereince, and Usability: Designing Pleasurable Experiences, LNCS 10289","Proceedings of the 6th International Conference, DUXU 2017, part of HCII2017, Vancouver, Canada, 9-14 July 2017, Part II.","proceedings","Springer","2017","9783319586366","paperback","CS","","1","0",""
"3978","Design, User Expereince, and Usability: Understanding Users and Contexts, LNCS 10290","Proceedings of the 6th International Conference, DUXU 2017, part of HCII2017, Vancouver, Canada, 9-14 July 2017, Part III.","proceedings","Springer","2017","9783319586397","paperback","CS","","1","0",""
"3979","Human Aspects of IT for the Aged Population: Applications, Services and Contexts, LNCS 10298","Third International Conference ITAP 2017. part of HCII2017, Vancouver, Canada, 9-14 July 2017, Part II.","proceedings","Springer","2017","9783319585352","paperback","CS","","1","0",""
"3980","Human Aspects of IT for the Aged Population: Aging, Design and User Experience, LNCS 10297","Third International Conference ITAP 2017. part of HCII2017, Vancouver, Canada, 9-14 July 2017, Part I.","proceedings","Springer","2017","9783319585291","paperback","CS","","1","0",""
"3981","Learning and Collaboration Technologies: Novel Learning Ecosystems, LNCS 10295","4th International Conference LCT 2017. part of HCII2017, Vancouver, Canada, 9-14 July 2017, Part I.","proceedings","Springer","2017","9783319585086","paperback","CS","","1","0",""
"3982","","Third International Conference ITAP 2017. part of HCII2017, Vancouver, Canada, 9-14 July 2017, Part I.","proceedings","Springer","2017","","paperback","CS","","1","0",""
"3983","Learning and Collaboration Technologies: Technology in Education, LNCS 10296","4th International Conference LCT 2017. part of HCII2017, Vancouver, Canada, 9-14 July 2017, Part II.","proceedings","Springer","2017","9783319585147","paperback","CS","","1","0",""
"3984","HCI International 2017 - Posters' Extented Abstracts, 713","Posters' Extented Abstracts, HCII2017, Vancouver, Canada, 9-14 July 2017, Part I.","proceedings","Springer","2017","9783319587493","paperback","CS","","1","0",""
"3985","HCI International 2017 - Posters' Extented Abstracts, 714","Posters' Extented Abstracts, HCII2017, Vancouver, Canada, 9-14 July 2017, Part II.","proceedings","Springer","2017","9783319587523","paperback","CS","","1","0",""
"3986","Choice Architecture for Human-Computer Interaction","In contrast to persuasive technology where it is known in advance what option is supposed to be chosen the book focuses on systems that help people choose for themselves.","book","Foundations and Trends","2013","9781601987969","paperback","CS","","1","0",""
"3987","Intelligent Human-Computer Interaction","Proceedings of the 9th International Conference IHCI 2017, Evry France, December 11-13 2017","proceedings","spriber","2017","9783319720371","paperback","","","1","0",""
"3988","Research Methods in Human-Computer-Interaction, Second Edition","","book","","2017","978012802950","paperback","","","1","0",""
"3989","Human-Computer Interaction – 5th Ed. (in Chinese).","","book","WQBook","2018","978730243174","paperback","CS","","1","0",""
"3990","EDULEARN 18 Proceedings","Proceedings of the 10th International Conference on Education and New Learning Technologies, Palma, Spain, 2-4/7/2018.","proceedings","iamed org","2018","9788409027095","","","","1","0","cd"
"3991","Rhythm, Play and Interaction","","","","","","","","","1","0",""
"3992","Rhythm, Play and Interaction Design","","book","Springer","2018","9783319678481","hardbound","CS","","1","0",""
"3993","Museum Experience Design: crouds, Ecosystems and Novel Technologies","","book","Springer","2018","9783319585499","hardbound","CS","","2","0",""
"3994","Augmented Reality: Where we will all live","HY 469. This book provides an in-depth exploration of the field of augmented reality (AR) in its entirety and sets out to distinguish AR from other intyer-related technologies like Virtual Reality (VR) and Mixed Reality (MR).","book","Springer","2017","9783319545011","hardbound","CS","","2","0",""
"3995","Serious Games and Edutainment Applications, Volume II","HY 469","book","Springer","2017","978331951643","hardbound","CS","","1","0",""
"3996","breaking Down Barriers: Usability, Accessibility and  Inclusive Design","HY 469","book","Springer","2018","978331975027-9","hardbound","CS","","1","0",""
"3997","Modern Statistical Methods for HCI","HY 469","book","Springer","2016","9783319266312","hardbound","CS","","1","0",""
"3998","Information Modelling for Archaeology and Anthropology","HY 569","book","Springer","2018","9783319726519","hardbound","CS","","1","0",""
"3999","Pervasive Computing: Engineering Smart Systems","HY 364","book","Springer","2017","9783319516547","paperback","CS","","1","0",""
"4000","Human Interface and the Management of Information: Applications in Complex Technological Environments","Proceedings of HCI 2022, 26 June-1 July 2022, part II, LNCS 13306.","proceedings","Springer","2022","9783031065088","","CS","","1","0",""
"4001","Smart Homes and their Users","HY 364","book","Springer","2017","9783319680170","paperback","CS","","1","0",""
"4002","Building an Intuitive Multimodal Interface for a Smart Home: Hunting the SNARK","HY 364","book","Springer","2017","9783319565316","paperback","CS","","1","0",""
"4003","HCI International 2-22-Late breaking Papers: Design, User Experience and Interaction","Proceedingw of 24th HCII 2022, 26 June-1 July, LNCS 13516.","proceedings","Springer","2022","9783031176142","","CS","","1","0",""
"4004","Art, Design and Technology: Collaboration and Implementation","HY 364","book","Springer","2017","9783319581200","paperback","CS","","1","0",""
"4005","Internet of Things and Big Data Analytics Towards Next-Generation Intelligence","HY 364","book","Springer","2018","9783319604343","hardbound","CS","","1","0",""
"4006","Whole Body Interaction with Public Displays","HY 364","book","Springer","2017","9789811044564","hardbound","CS","","1","0",""
"4007","Requirements Engineering, fourth edition","","book","Springer","2017","9783319610726","hardbound","CS","","1","0",""
"4008","A Psychology of User Experience","","book","Springer","2017","9783319706528","hardbound","CS","","1","0",""
"4009","Agile UX Storytelling: Crafting Stories for better Softwre Development","","book","CA press","2017","9781484229965","paperback","CS","","1","0",""
"4010","Questionnaire Design","How to ask the right questions of the right people at the right time to get the information you nedd","book","Human Factors & Ergonomic Society","2019","9780945289555","paperback","CS","","2","0",""
